x1;x2;x3;x4;x5;x6;x7;y
4.17;6.765;7.15;7.435;13030000;456.5;216700000;27.28587076
4.18;6.735;7.11;7.382;12720000;457.63;279910000;26.65118109
4.13;6.675;7.06;7.35;12730000;457.65;271630000;26.9352125
4.11;6.578;6.96;7.257;12190000;460.13;271490000;25.63488579
40.85;6.489;6.89;7.2;13030000;458.88;259080000;25.25906555
4.13;6.518;6.94;7.254;13050000;458.21;234680000;24.50068746
4.11;6.474;6.95;7.268;13320000;457.06;256000000;25.13140507
4.11;6.526;6.96;7.271;13210000;457.86;252870000;24.20250732
4.11;6.599;7.01;7.309;12690000;458.67;222480000;22.53999608
4.11;6.652;7.05;7.341;11920000;459.1;243640000;23.43193204
4.1;6.562;6.99;7.295;11600000;462.37;288550000;22.47468478
4.12;6.644;7.08;7.388;11520000;460.61;269740000;23.18199779
4.11;6.636;7.06;7.371;11220000;461.93;256390000;22.17690992
4.11;6.688;7.12;7.442;12310000;458.45;373450000;23.32795288
4.11;6.719;7.15;7.463;13960000;455.48;229520000;23.99991218
4.18;6.801;7.2;7.499;14700000;451.34;298730000;24.84565959
4.18;6.718;7.11;7.403;14020000;453.09;251110000;24.96047143
4.15;6.698;7.08;7.395;14120000;449.63;256480000;25.98220759
4.16;6.81;7.2;7.502;16719999;442.8;261260000;27.18789521
4.14;6.78;7.15;7.439;15530000;447.31;250080000;26.14307751
4.18;6.885;7.24;7.52;15040000;446.07;267740000;26.59631896
4.13;6.862;7.23;7.505;14420000;447.63;264430000;27.291245
4.14;6.953;7.33;7.612;14970000;444.27;293410000;28.22612375
4.19;6.945;7.32;7.616;14360000;446.2;199030000;28.02151502
4.2;6.915;7.3;7.594;14920000;446.37;195410000;27.67798015
4.29;6.907;7.3;7.6;14700000;446.13;236230000;27.22610002
4.24;6.877;7.28;7.588;14010000;448.38;259740000;26.94339623
4.37;7.029;7.4;7.684;13260000;449.55;236520000;26.79190301
4.42;7.075;7.46;7.722;13830000;448.06;222970000;27.3815114
4.45;7.021;7.41;7.675;13400000;447.95;252250000;27.20772408
4.41;7.006;7.4;7.669;12420000;448.73;265840000;26.85574845
4.3;6.832;7.23;7.527;11640000;453.41;322330000;26.18305728
4.26;6.824;7.23;7.54;11280000;454.16;275860000;26.90276555
4.23;6.771;7.18;7.497;11440000;455.22;227460000;27.27191248
4.25;6.711;7.12;7.455;11650000;453.86;251530000;27.47622615
4.31;6.817;7.23;7.543;11700000;451.6;267840000;28.18113375
4.33;6.877;7.25;7.549;11650000;452.61;292120000;27.27924703
4.37;6.9;7.27;7.549;11220000;453.11;261600000;26.8783739
4.38;6.877;7.24;7.525;11460000;454.25;213470000;26.80132086
4.41;6.885;7.25;7.537;11660000;453.36;232670000;27.00582319
4.45;6.961;7.32;7.595;11930000;452.57;251680000;27.70802307
4.41;6.935;7.27;7.54;12030000;454.24;245990000;27.02148644
4.27;6.726;7.1;7.379;11130000;458.26;269560000;26.80303758
4.28;6.748;7.11;7.403;11170000;461.01;258180000;26.04772131
4.32;6.718;7.09;7.394;11270000;460.56;294740000;26.96621504
4.34;6.703;7.08;7.382;11350000;461.45;283840000;26.80615451
4.32;6.71;7.1;7.394;12180000;458.4;289150000;27.04057592
4.46;6.912;7.26;7.535;12340000;457.09;230270000;27.4417292
4.45;6.912;7.26;7.52;12410000;457.89;217680000;26.96748127
4.45;6.957;7.3;7.569;12540000;457.92;259140000;27.439116
4.35;6.935;7.3;7.575;11910000;460.3;279500000;27.89658918
4.34;6.988;7.34;7.64;12130000;458.88;275690000;28.00488145
4.36;6.927;7.27;7.485;11090000;461.94;249280000;28.567433
4.45;6.942;7.29;7.493;12060000;461.23;223210000;28.89660256
4.62;6.859;7.17;7.384;11390000;465.01;306640000;28.37844347
4.56;6.799;7.14;7.371;11540000;465.17;309250000;28.21854376
4.58;6.919;7.27;7.485;12070000;463.17;287330000;28.15903448
4.55;6.904;7.26;7.493;12830000;463.68;276630000;27.57651829
4.54;6.949;7.31;7.546;12620000;462.32;235870000;28.0635058
4.57;6.927;7.27;7.535;11750000;464.51;307240000;27.39501841
4.53;6.828;7.2;7.465;11570000;469.03;310510000;26.87627657
4.55;6.912;7.27;7.541;12020000;468.08;284230000;26.02136387
4.54;6.868;7.23;7.488;12190000;473.8;305120000;24.39805825
4.56;6.86;7.24;7.501;11820000;474.59;266080000;24.50818601
4.59;6.823;7.19;7.459;11230000;476.07;294520000;24.47291365
4.56;6.793;7.17;7.441;11970000;475.49;354650000;25.85698963
4.54;6.8;7.17;7.449;11860000;473.17;282830000;25.58154574
4.56;6.807;7.2;7.491;11400000;470.99;216150000;25.97027538
4.55;6.882;7.25;7.541;11690000;471.86;199670000;24.19861823
4.54;6.905;7.29;7.57;11810000;470.99;290330000;23.97660248
4.54;6.897;7.29;7.567;11860000;473.14;295010000;23.49122881
4.57;7.056;7.43;7.702;13120000;468.18;293360000;24.18232304
4.58;7.063;7.44;7.708;14010000;466.21;244680000;24.84386864
4.6;7.048;7.42;7.694;13770000;467.51;293370000;24.83211054
4.58;7.01;7.39;7.67;13090000;468.8;297480000;25.1552901
4.58;6.957;7.34;7.637;11880000;474.81;281920000;23.35262526
4.62;7.117;7.51;7.777;12800000;471.19;410750000;24.20030136
4.58;7.086;7.48;7.744;13060000;470.85;277110000;24.06520123
4.61;7.14;7.51;7.774;14450000;463.36;326050000;24.10730318
4.81;7.186;7.55;7.796;14490000;461.46;351830000;24.27937416
4.78;7.171;7.54;7.78;13890000;461.27;305210000;24.06837644
4.78;7.187;7.55;7.791;14530000;459.67;300060000;25.00580851
4.77;7.194;7.56;7.791;14560000;460.82;272530000;25.61373204
4.73;7.218;7.59;7.838;14130000;462.05;290330000;26.74017963
4.52;7.194;7.55;7.802;13250000;464.84;330020000;26.63462697
4.56;7.284;7.62;7.844;13970000;462.24;302280000;27.48407754
4.67;7.276;7.6;7.819;14280000;462.71;291900000;27.35073804
4.72;7.345;7.65;7.853;15440000;461.74;269130000;27.28210681
4.94;7.36;7.68;7.878;16660000;454.59;325620000;29.45146176
4.96;7.414;7.75;7.938;15920000;453.52;359670000;28.9392309
4.95;7.414;7.75;7.941;16240000;452.36;272620000;28.76991776
4.87;7.33;7.68;7.91;14920000;455.1;284230000;27.25906394
4.86;7.276;7.62;7.847;14720000;459.04;213110000;26.54243639
4.98;7.33;7.67;7.881;14510000;465.47;269550000;25.38771564
4.9;7.284;7.62;7.833;14900000;467.79;337900000;25.58528399
4.85;7.246;7.59;7.822;13320000;469.1;251770000;26.99552334
4.85;7.261;7.6;7.831;14760000;468.96;238490000;26.72287615
4.89;7.269;7.61;7.853;14590000;467.66;259730000;26.16251123
4.91;7.307;7.65;7.881;15130000;470.28;317030000;25.19834992
5;7.446;7.78;7.99;15990000;466.85;331460000;26.22705366
5;7.446;7.78;7.985;15910000;464.89;315310000;25.43857687
5.02;7.5;7.83;8.031;16969999;460.83;282800000;26.48607947
5.05;7.524;7.86;8.052;16129999;461.53;326110000;26.89268303
5;7.516;7.86;8.052;15700000;462.62;322570000;26.60092517
4.97;7.538;7.86;8.04;15670000;465.85;327790000;25.68230117
5.01;7.47;7.79;7.956;14560000;473.77;381450000;23.58954767
5.02;7.469;7.79;7.962;14560000;472.35;302820000;24.66412618
5.08;7.568;7.89;8.055;14840000;468.42;314940000;25.27629051
5.08;7.607;7.93;8.081;15340000;466.51;331360000;25.80922167
5.09;7.637;7.95;8.09;15580000;467.91;285170000;25.0724712
5.17;7.707;8.01;8.15;16750000;462.28;280560000;25.82478152
5.22;7.722;8.02;8.159;17370001;463.07;255030000;24.96991815
5.23;7.683;7.99;8.12;16299999;465.65;290860000;22.65843445
5.18;7.622;7.92;8.11;16420000;465.4;337780000;22.67597765
5.22;7.676;7.96;8.15;16000000;464.37;280910000;23.3986261
5.23;7.691;7.98;8.147;16500000;462.35;220800000;24.22861469
5.29;7.66;7.93;8.07;16680000;466.04;260380000;23.66758218
5.36;7.653;7.89;8.032;16660000;465.03;336450000;23.56144765
5.37;7.714;7.96;8.094;15560000;465.62;296980000;22.4133843
5.35;7.777;8.01;8.135;15910000;463.57;323190000;23.78458485
5.34;7.777;8;8.129;16000000;461.47;356730000;24.2339047
5.34;7.808;8.02;8.138;16129999;458.3;293030000;24.867554
5.34;7.792;7.99;8.02;17240000;450.09;387270000;26.25328268
5.29;7.643;7.8;7.954;18410000;449.93;430760000;25.00428956
5.28;7.643;7.79;7.936;17440001;452.29;118290000;24.82155254
5.37;7.758;7.87;7.982;16830000;454.16;265480000;24.96732429
5.52;7.842;7.94;8.04;16150000;455.17;286620000;24.89711536
5.55;7.788;7.89;7.977;15950000;453.69;298650000;26.28213097
5.55;7.788;7.91;8.038;16690001;448.92;285920000;27.4300989
5.62;7.696;7.79;7.908;16549999;453.3;284750000;27.21332451
5.79;7.765;7.82;7.933;16100000;453.32;258490000;27.01252978
5.78;7.642;7.72;7.85;16049999;453.11;298930000;26.88058087
5.7;7.719;7.8;7.89;16280001;451.23;283490000;27.85714602
5.67;7.749;7.81;7.885;18150000;445.45;362290000;29.19452239
5.65;7.726;7.78;7.851;16040001;446.96;336440000;28.8794523
5.72;7.811;7.84;7.93;15460000;449.47;285730000;28.89229537
5.78;7.818;7.81;7.851;14480000;450.15;307110000;28.37920693
5.66;7.726;7.77;7.86;13030000;454.97;355000000;27.36272721
5.53;7.71;7.78;7.856;12870000;455.34;332790000;26.86309132
5.54;7.748;7.8;7.853;12790000;458.8;481860000;26.06756757
5.55;7.756;7.8;7.831;13020000;457.91;271850000;26.61147387
5.47;7.748;7.8;7.848;12980000;457.1;326530000;26.70881645
5.41;7.733;7.79;7.84;12050000;459.61;379130000;26.23280607
5.45;7.833;7.83;7.85;12420000;459.68;340330000;26.25017403
5.52;7.843;7.83;7.85;11820000;459.83;196540000;26.4023226
5.52;7.781;7.75;7.78;12070000;462.47;211180000;25.8248535
5.51;7.804;7.79;7.83;12810000;460.86;246260000;26.1692488
5.5;7.827;7.8;7.845;12860000;461.17;250650000;27.04083093
5.53;7.835;7.83;7.87;13200000;459.27;256260000;28.20131949
5.52;7.881;7.88;7.91;14250000;459.11;262450000;28.38287121
5.69;7.819;7.81;7.85;13530000;460.71;319510000;27.95350654
5.71;7.866;7.87;7.88;13500000;460.34;309050000;27.43589521
5.74;7.865;7.85;7.853;13130000;460.68;308070000;26.88998871
5.75;7.896;7.88;7.89;13330000;460.83;278790000;27.08282881
5.74;7.842;7.82;7.862;12520000;461.68;352450000;26.90538901
5.65;7.796;7.78;7.839;12150000;461.66;346310000;27.25200364
5.61;7.796;7.79;7.882;12830000;461.64;313040000;27.44701499
5.56;7.634;7.68;7.86;11100000;465.97;336740000;26.94855892
5.56;7.634;7.68;7.794;11140000;469.38;315810000;25.81464911
5.61;7.672;7.68;7.79;11790000;470.05;331520000;26.07871503
5.72;7.703;7.7;7.78;11570000;469.71;344660000;26.14689915
5.71;7.718;7.72;7.82;11860000;466.95;297220000;27.25066924
5.74;7.787;7.81;7.88;12150000;464.78;378190000;28.98420758
5.75;7.787;7.82;7.91;12790000;465.82;325830000;29.28882401
5.8;7.81;7.85;7.921;11940000;465.86;315430000;29.20911862
5.77;7.741;7.79;7.873;11460000;467.44;342610000;28.941554
5.76;7.696;7.74;7.839;11250000;468.32;304730000;28.53459173
5.75;7.559;7.62;7.72;11250000;470.39;339510000;28.35336636
5.72;7.544;7.63;7.76;12260000;468.51;318550000;28.80463597
5.84;7.529;7.59;7.69;11960000;470.42;411590000;28.57854683
5.88;7.567;7.64;7.736;11730000;470.4;395310000;29.00595238
5.84;7.627;7.67;7.73;11130000;472.79;322110000;28.62907422
5.79;7.377;7.46;7.62;10980000;478.65;441000000;26.69361747
5.79;7.429;7.51;7.646;11220000;481.14;325660000;26.32838675
5.8;7.429;7.51;7.638;11170000;480.81;314660000;26.88600487
5.76;7.429;7.51;7.65;11420000;481.19;318430000;27.18871963
5.77;7.482;7.57;7.687;11630000;480.19;325570000;27.64934713
5.8;7.542;7.62;7.64;11280000;481.46;295600000;26.4880987
5.78;7.534;7.6;7.665;11410000;481.65;256270000;27.19173674
5.79;7.443;7.5;7.59;11430000;482.55;300720000;26.64242047
5.76;7.359;7.44;7.572;11520000;484.54;378040000;26.12176497
5.68;7.291;7.39;7.567;11610000;485.22;360990000;26.04121842
5.69;7.32;7.42;7.582;11710000;481.97;347970000;26.75938336
5.73;7.335;7.43;7.58;12050000;482.72;308090000;25.87570434
5.68;7.183;7.32;7.535;11390000;485.07;339460000;25.60211928
5.7;7.183;7.33;7.54;11150000;486.91;394280000;25.22983714
5.72;7.163;7.33;7.52;10840000;488.11;302930000;26.2991129
5.72;7.057;7.24;7.5;12510000;483.81;285790000;27.28976251
5.75;7.05;7.21;7.445;11750000;487.39;317220000;27.12845976
5.75;7.057;7.21;7.45;11650000;485.65;362600000;27.28281684
5.74;7.147;7.29;7.496;12020000;485.13;330030000;28.11901964
5.71;7.185;7.36;7.53;11450000;485.42;330840000;28.08067241
5.74;7.238;7.4;7.585;12170000;485.63;298870000;28.16419908
5.78;7.261;7.43;7.62;14220000;482.12;355550000;28.68605326
5.77;7.193;7.36;7.548;13720000;483.14;349780000;28.59345117
5.73;7.102;7.28;7.521;13360000;483.16;319320000;28.64715622
5.76;7.056;7.22;7.46;12380000;489.57;382940000;28.32857405
5.74;7.003;7.17;7.449;12150000;490.05;275280000;28.68339965
5.74;6.92;7.08;7.36;12100000;492.89;346160000;28.23376413
5.74;6.912;7.08;7.36;12420000;491.88;309540000;28.28511019
5.73;6.882;7.04;7.36;11950000;495.41;336670000;27.374619
5.73;6.949;7.1;7.369;11800000;495.52;417380000;27.04738457
5.72;6.964;7.11;7.395;11340000;496.14;301740000;27.15088483
5.73;7.002;7.15;7.45;11530000;495.07;367110000;28.05425495
5.72;7.032;7.2;7.448;11290000;495.67;313120000;27.99729659
5.69;7.047;7.2;7.444;11430000;495.95;318530000;28.04254461
5.66;6.918;7.09;7.366;11190000;500.97;358370000;27.08788949
5.66;6.888;7.03;7.321;11830000;503.2;296270000;26.75715421
5.69;7.009;7.14;7.311;11330000;503.9;320360000;26.32347688
5.66;7.001;7.14;7.389;12510000;503.12;385940000;26.80497694
5.68;7.033;7.16;7.41;12620000;502.22;362940000;27.39580264
5.7;7.063;7.19;7.43;13370000;500.71;353060000;27.0824629
5.69;6.988;7.13;7.4;13500000;501.85;296430000;26.7014048
5.72;6.95;7.11;7.369;12620000;505.24;330580000;25.93666376
5.69;6.95;7.11;7.374;12960000;505.57;315170000;25.94461697
5.65;6.912;7.08;7.354;12810000;506.08;320460000;26.47620929
5.67;6.919;7.09;7.39;12850000;506.42;314760000;27.27759567
5.65;6.927;7.1;7.4;12790000;507.01;260980000;27.00392497
5.65;6.904;7.07;7.364;12730000;505.53;310660000;27.41040097
5.64;6.882;7.05;7.353;12040000;507.17;327880000;27.25796084
5.59;6.791;7;7.33;11480000;509.23;301580000;27.07613456
5.6;6.783;7.02;7.379;12330000;506.13;333930000;27.60630668
5.6;6.761;7.02;7.4;12960000;505.37;344680000;27.87783208
5.6;6.798;7.03;7.37;13090000;504.92;378050000;29.08167631
5.59;6.745;7;7.346;12100000;505.29;368450000;29.01806883
5.61;6.745;6.99;7.331;11860000;508.49;403250000;28.28716396
5.62;6.752;6.99;7.31;11920000;512.89;326280000;28.15835754
5.66;6.775;6.99;7.325;12410000;512.1;351790000;28.23784417
5.67;6.782;6.99;7.32;12280000;512.66;350810000;28.28221433
5.68;6.832;7.03;7.33;11930000;513.55;350850000;28.10690293
5.69;6.862;7.05;7.333;11750000;514.71;320440000;28.10604029
5.7;6.885;7.07;7.343;12140000;514.26;296830000;28.62124217
5.69;6.825;7.02;7.318;11880000;514.86;302560000;28.58905333
5.65;6.72;6.94;7.24;11690000;520.48;392370000;27.26613895
5.58;6.623;6.83;7.16;12640000;520.54;434990000;25.81557613
5.56;6.408;6.67;7.008;12060000;520.12;342380000;25.82119511
5.57;6.422;6.67;7.03;12220000;523.96;291810000;25.94083518
5.62;6.334;6.58;6.95;12750000;523.56;361300000;26.96073038
5.63;6.37;6.64;6.97;13080000;524.36;381990000;26.81051186
5.66;6.444;6.67;6.989;12980000;524.37;339900000;26.80477525
5.69;6.443;6.67;6.989;11840000;525.55;361000000;25.63847398
5.69;6.406;6.62;6.947;12380000;527.74;316240000;25.21173305
5.69;6.361;6.55;6.865;12200000;528.19;366180000;26.98638747
5.67;6.346;6.53;6.854;12360000;527.07;347930000;27.21805453
5.69;6.42;6.6;6.902;13130000;519.58;351900000;28.48854844
5.68;6.42;6.6;6.919;12810000;519.19;354010000;29.16069262
5.72;6.449;6.61;6.92;11680000;523.65;285600000;28.27251026
5.72;6.36;6.55;6.863;11550000;528.59;362690000;26.85888874
5.69;6.219;6.43;6.74;11260000;528.61;391770000;26.70751594
5.66;6.169;6.38;6.72;11630000;528.59;341820000;25.87703135
5.66;6.169;6.39;6.742;12200000;523.65;291220000;27.38069321
5.64;6.074;6.29;6.664;12520000;523.58;283020000;28.38167997
5.63;6.066;6.29;6.644;12850000;533.4;358180000;26.57555306
5.51;5.928;6.19;6.601;12210000;533.49;345920000;26.68042513
5.42;5.804;6.08;6.516;12980000;532.51;366000000;27.37462207
5.51;5.782;6.06;6.51;13450000;535.6;337520000;27.7961165
5.53;5.832;6.08;6.503;13000000;535.55;340490000;27.76080665
5.56;5.948;6.16;6.55;12840000;533.13;327790000;28.0351509
5.59;6.007;6.2;6.561;12890000;532.35;289880000;29.51648352
5.59;6.19;6.38;6.72;12760000;527.94;327570000;30.12357465
5.56;6.153;6.37;6.7;11910000;530.88;289920000;28.49585594
5.44;5.867;6.13;6.54;11290000;536.05;339660000;27.19018748
5.44;5.86;6.13;6.57;11290000;536.47;330770000;27.53969467
5.47;5.91;6.16;6.6;11230000;537.12;334700000;27.25670241
5.49;5.946;6.2;6.61;10750000;539.83;442740000;26.91139803
5.46;5.844;6.11;6.57;11210000;545.22;322990000;26.34298082
5.48;5.902;6.14;6.576;11160000;544.98;382370000;26.41836398
5.43;5.887;6.12;6.53;11320000;543.98;398210000;27.84014118
5.36;5.785;6.02;6.47;11440000;551.07;421000000;26.96176529
5.37;5.813;6.05;6.498;11120000;549.71;321660000;27.36071747
5.37;5.871;6.09;6.55;11800000;544.13;296720000;27.95725286
5.37;5.923;6.13;6.552;12370000;542.43;346950000;29.4032041
5.4;5.878;6.09;6.513;11740000;544.73;368060000;28.9868008
5.5;6.051;6.25;6.646;11590000;543.87;313080000;28.94555684
5.43;5.97;6.2;6.624;11380000;544.75;311650000;29.2987609
5.44;5.963;6.2;6.631;11570000;547.09;117900000;28.07826866
5.5;5.948;6.18;6.602;12100000;547.26;357850000;26.67975003
5.37;5.772;6.04;6.49;11520000;553.99;420500000;25.9187711
5.36;5.728;6.02;6.52;11770000;556.37;466540000;25.50572461
5.35;5.735;6.02;6.502;12190000;557.19;409700000;25.89949568
5.38;5.794;6.09;6.59;12250000;554.78;376770000;27.13919031
5.38;5.786;6.09;6.54;12310000;560.89;416360000;26.12836742
5.38;5.794;6.07;6.548;12560000;561;387500000;26.75222816
5.43;5.882;6.14;6.591;12080000;559.89;312930000;26.5429638
5.44;5.948;6.2;6.664;12260000;562.72;322540000;25.88271254
5.44;5.992;6.26;6.728;12680000;558.46;372230000;26.21129535
5.41;6.141;6.41;6.879;13490000;550.98;489850000;27.41928927
5.43;6.134;6.41;6.862;12780000;553.54;383380000;26.94121473
5.43;6.224;6.49;6.948;12370000;553.62;431830000;26.96094794
5.44;6.179;6.44;6.89;12550000;556.63;315300000;26.61081868
5.44;6.172;6.41;6.835;12770000;561.1;373200000;25.87346284
5.45;6.232;6.46;6.883;13180000;561.61;393470000;25.66168694
5.4;6.162;6.42;6.835;13180000;565.22;356570000;24.62531404
5.41;6.206;6.47;6.902;13180000;562.93;311590000;24.61083971
5.42;6.154;6.43;6.855;13490000;562.06;291950000;25.58723268
5.44;6.213;6.49;6.918;13560000;559.64;332210000;25.80880566
5.41;6.147;6.43;6.855;13660000;558.8;374330000;26.20937724
5.41;6.228;6.51;6.923;13780000;558.75;353110000;26.05190157
5.4;6.184;6.47;6.895;13210000;558.94;314740000;26.04830572
5.39;6.169;6.46;6.886;13100000;560.03;277050000;25.65716122
5.38;6.161;6.45;6.883;13060000;560.39;306090000;25.84475098
5.38;6.191;6.48;6.918;12750000;559.71;303390000;25.54083365
5.39;6.25;6.51;6.95;13000000;557.45;306660000;26.00179388
5.42;6.355;6.59;6.965;12900000;555.11;267850000;26.89892093
5.42;6.34;6.58;6.955;13240000;559.74;264920000;25.87672848
5.46;6.362;6.58;6.917;12350000;558.57;330070000;26.25601088
5.42;6.31;6.53;6.887;12450000;559.97;390170000;26.16965195
5.43;6.363;6.57;6.9;12130000;559.04;354460000;26.50801374
5.43;6.348;6.56;6.902;12030000;559.21;320490000;26.82795372
5.43;6.295;6.53;6.867;13420000;558.11;303200000;27.9816882
5.45;6.348;6.56;6.89;12600000;559.52;290890000;27.90341721
5.43;6.363;6.58;6.915;13170000;557.14;291890000;28.36026851
5.34;6.257;6.49;6.835;12940000;557.46;299200000;28.73024073
5.34;6.14;6.38;6.733;12330000;560.1;255990000;28.46563114
5.31;6.088;6.33;6.695;12480000;559.05;267860000;29.12315535
5.33;6.147;6.36;6.721;12650000;560;311290000;29.35178571
5.3;6.096;6.32;6.695;12030000;560.92;329840000;30.04514013
5.27;6.059;6.27;6.645;11520000;561.88;300920000;29.82110059
5.27;5.985;6.21;6.6;11290000;563.84;256730000;29.35733541
5.29;5.956;6.16;6.563;11650000;569.17;332670000;28.64068732
5.32;5.949;6.17;6.577;11650000;570.17;369540000;28.91141239
5.34;5.999;6.2;6.591;11850000;570.29;321720000;28.22869067
5.35;6.036;6.23;6.595;11160000;572.68;317940000;27.58028917
5.34;6.021;6.22;6.586;11510000;573.91;296840000;27.37652245
5.3;5.955;6.15;6.503;11460000;576.51;344540000;26.84994189
5.3;5.984;6.18;6.514;11350000;578.77;384380000;26.39221107
5.27;5.852;6.07;6.441;11100000;583.61;382880000;26.38724491
5.29;5.895;6.1;6.464;11580000;583.35;459370000;26.18170909
5.28;5.961;6.17;6.53;12340000;582.77;326090000;25.819826
5.19;5.931;6.13;6.484;12670000;584.2;371170000;25.68161588
5.17;5.909;6.1;6.454;12350000;586.77;400050000;25.09675
5.23;6.012;6.2;6.555;12500000;583;367100000;25.93653516
5.2;6.048;6.23;6.579;12460000;581.73;370790000;26.1306448
5.24;6.056;6.23;6.576;13220000;581.81;273120000;25.40874169
5.28;6.107;6.26;6.576;12900000;581.41;363630000;25.66460845
5.26;6.115;6.27;6.586;12900000;581.04;411300000;26.35453669
5.26;6.088;6.26;6.583;12460000;585.87;367720000;25.76615973
5.24;5.986;6.16;6.482;12740000;584.41;335250000;25.76386441
5.25;5.986;6.14;6.479;13950000;581.72;304990000;26.86983428
5.34;5.949;6.12;6.452;14500000;582.34;385940000;26.87577704
5.31;5.898;6.09;6.436;14860000;581.47;339380000;27.57875729
5.27;5.876;6.07;6.42;15740000;582.63;367480000;26.82899954
5.29;5.882;6.06;6.425;13980000;582.49;313680000;26.44120929
5.27;5.89;6.06;6.425;14850000;578.37;275320000;27.41259056
5.3;5.904;6.08;6.431;14570000;579.46;340740000;26.51944914
5.29;5.867;6.05;6.4;14240000;583.1;344060000;24.90584805
5.29;5.779;5.94;6.286;13670000;584.5;374680000;25.17878529
5.32;5.794;5.96;6.315;14620000;583.03;300750000;26.03773391
5.27;5.786;5.94;6.297;14030000;586.78;356380000;25.10017383
5.24;5.822;5.97;6.317;14050000;587.44;411270000;25.45185891
5.24;5.808;5.96;6.299;13550000;590.65;406620000;25.84254635
5.26;5.873;6.02;6.337;13460000;587.46;389360000;26.52939775
5.27;5.902;6.05;6.375;14170000;585.06;330750000;26.58113698
5.21;5.836;6;6.319;13850000;586.54;415540000;25.9624919
5.22;5.814;5.99;6.317;14490000;582.47;433620000;27.58634779
5.22;5.823;6.05;6.384;15590000;576.72;464270000;28.86794285
5.24;5.816;6.02;6.343;14630000;579.7;379230000;28.2459893
5.27;5.801;6.02;6.346;14260000;583.25;319160000;27.55165024
5.31;5.794;6;6.317;13830000;581.5;377390000;27.33963887
5.32;5.721;5.96;6.286;13410000;584.22;378090000;27.66718017
5.31;5.67;5.9;6.255;13190000;589.72;397070000;27.29213864
5.31;5.684;5.92;6.264;12260000;590.57;348500000;27.60861541
5.34;5.72;5.94;6.288;12740000;588.46;309100000;27.42575536
5.37;5.757;5.97;6.308;13050000;586.32;364680000;28.37413017
5.35;5.677;5.9;6.236;12160000;591.71;359780000;27.13062142
5.39;5.713;5.95;6.284;12460000;593.26;380760000;27.13103867
5.41;5.749;5.99;6.323;12970000;592.72;298690000;27.45093805
5.42;5.713;5.96;6.275;13200000;592.3;295840000;28.38899206
5.38;5.698;5.95;6.294;13380000;589.29;354420000;29.11391675
5.39;5.749;5.98;6.299;12950000;593.96;376100000;27.92100478
5.34;5.661;5.91;6.233;12570000;597.34;423280000;27.61382127
5.34;5.639;5.9;6.229;12490000;600.07;437200000;28.26806873
5.35;5.646;5.91;6.242;12370000;596.85;333150000;29.48998911
5.35;5.676;5.93;6.264;11740000;600.24;408320000;29.32200453
5.35;5.712;5.93;6.272;11810000;598.4;404980000;28.96958556
5.32;5.675;5.9;6.242;11870000;599.97;125870000;28.91847926
5.33;5.653;5.87;6.22;12430000;601.32;359130000;29.02667465
5.36;5.66;5.88;6.226;11570000;606.45;408860000;28.03314371
5.34;5.624;5.84;6.209;11650000;607.64;398280000;28.31222434
5.32;5.516;5.75;6.132;11580000;605.37;440050000;27.90792408
5.29;5.494;5.7;6.096;11110000;606.98;393310000;27.54206069
5.31;5.415;5.62;6.008;10660000;613.68;405480000;24.88052405
5.3;5.451;5.65;6.024;11650000;617.68;437360000;25.06909727
5.31;5.48;5.67;6.03;12700000;620.18;417780000;23.70389242
5.34;5.53;5.71;6.064;12740000;616.17;379260000;25.07817648
5.35;5.559;5.73;6.055;11120000;617.48;327900000;25.10442443
5.32;5.523;5.7;6.037;11060000;619.52;342070000;25.15741219
5.25;5.544;5.71;6.045;10630000;618.78;349860000;25.31316461
5.26;5.551;5.73;6.062;10360000;621.69;415290000;24.78235133
5.26;5.544;5.74;6.074;11070000;616.92;465300000;25.83952538
5.21;5.551;5.74;6.087;11440000;616.34;636800000;26.7122692
5.2;5.646;5.84;6.187;14550000;606.81;426270000;28.39119329
5.07;5.515;5.73;6.11;13160000;611.93;478280000;26.94291831
5;5.522;5.74;6.104;12200000;605.94;437680000;27.7774037
4.91;5.558;5.75;6.106;10770000;610.49;415810000;27.30550869
4.88;5.486;5.69;6.047;11510000;611.95;289600000;25.59146989
4.86;5.478;5.68;6.036;11490000;614.3;217280000;23.42471105
4.9;5.442;5.65;6.005;11980000;614.53;252300000;24.07332433
4.83;5.421;5.62;5.98;12250000;614.12;288660000;23.99550576
4.96;5.392;5.58;5.949;12520000;615.93;321250000;23.38444304
4.97;5.384;5.59;5.966;12190000;620.73;364180000;23.68659482
5.05;5.348;5.57;5.957;12100000;621.32;468950000;23.89480461
5.03;5.384;5.62;6.011;13780000;617.7;512580000;25.0497005
5.04;5.42;5.68;6.04;13580000;616.71;437110000;25.46328096
5.03;5.398;5.67;6.038;13110000;618.46;130360000;25.08320667
5.01;5.398;5.67;6.047;15210000;609.45;417400000;27.7245057
5.04;5.492;5.74;6.157;16400000;598.48;496830000;29.09951878
5.03;5.449;5.76;6.152;14690000;602.69;408800000;29.14091822
5.02;5.434;5.75;6.163;14230000;601.81;383400000;29.72376664
5;5.354;5.66;6.084;14990000;599.82;306180000;31.05651696
4.99;5.282;5.56;5.998;14250000;606.37;458720000;30.88975378
4.95;5.231;5.52;5.982;13580000;608.24;450410000;30.96843351
