x1;x2;x3;x4;x5;x6;x7;y
2.747;3.82;4.13;4.49;15680000;1165.69;1856860000;28.21413927
2.812;3.811;4.12;4.473;14570000;1173.8;1887260000;28.42119612
2.787;3.771;4.07;4.43;13630000;1185.56;2266320000;27.57984412
2.802;3.837;4.11;4.443;13320000;1191.08;1775860000;26.41474964
2.825;3.871;4.13;4.438;13140000;1189.28;1631750000;26.69201534
2.845;3.824;4.07;4.387;12950000;1193.86;1681170000;26.28479051
2.882;3.782;4.04;4.366;12690000;1194.07;1681000000;26.05024831
2.87;3.802;4.07;4.413;12580000;1190.01;1742180000;26.91763935
2.867;3.819;4.08;4.431;12240000;1197.62;1654110000;26.04091448
2.887;3.814;4.07;4.43;12150000;1198.78;1381430000;26.17017301
2.882;3.753;4.01;4.347;13290000;1191.5;1840680000;27.04154427
2.907;3.635;3.91;4.263;12360000;1202.22;1810100000;26.36266241
2.908;3.642;3.89;4.229;11840000;1204.29;1813790000;26.55385331
2.93;3.731;3.98;4.281;12150000;1196.02;1627520000;27.75080684
2.932;3.727;3.96;4.249;12280000;1197.51;1547120000;27.55238787
2.947;3.688;3.91;4.195;12390000;1197.26;1851370000;27.36561816
2.947;3.724;3.94;4.225;12700000;1194.67;1715490000;27.60797542
2.927;3.757;3.97;4.246;12080000;1200.93;1824120000;25.98334624
2.937;3.836;4.05;4.299;11960000;1198.11;1664180000;25.45414027
2.937;3.864;4.09;4.368;11650000;1200.82;1661350000;25.15640979
2.962;3.874;4.13;4.429;11790000;1203.91;1698150000;25.80563331
2.955;3.89;4.12;4.422;11460000;1206.58;1840440000;25.44222513
2.902;3.857;4.08;4.371;11150000;1210.96;1776040000;24.37897206
2.913;3.867;4.08;4.365;11480000;1216.96;2407370000;24.14948725
2.92;3.885;4.1;4.384;11470000;1216.1;1714530000;25.08642381
2.95;3.84;4.05;4.333;11080000;1213.61;1720700000;24.46161452
2.962;3.721;3.95;4.251;11050000;1213.88;1823250000;24.68108874
3;3.744;3.96;4.257;12130000;1200.73;2029920000;26.92693611
3;3.694;3.91;4.215;12180000;1191.57;2418800000;28.33893099
3.035;3.681;3.9;4.189;12520000;1190.69;1738620000;28.64720456
3.075;3.753;3.98;4.24;11580000;1201.57;1772410000;27.80763501
3.063;3.769;3.99;4.265;11770000;1199.85;1769280000;28.22111097
3.06;3.725;3.95;4.219;12040000;1191.33;2109490000;29.07135722
3.09;3.825;4.05;4.298;11400000;1194.44;1593820000;28.23451994
3.137;3.899;4.1;4.362;11680000;1204.99;1805820000;28.02159354
3.12;3.863;4.08;4.33;12270000;1194.94;1883470000;29.36920682
3.08;3.829;4.03;4.302;12490000;1197.87;1952440000;28.43515573
3.095;3.899;4.11;4.361;11450000;1211.86;1900810000;27.80053802
3.095;3.901;4.1;4.342;11280000;1219.44;1846300000;26.78642656
3.135;3.937;4.14;4.383;10950000;1222.21;1932010000;26.73228005
3.145;3.959;4.16;4.398;10840000;1223.29;1812500000;27.10358133
3.152;3.976;4.18;4.417;10810000;1226.5;2048710000;27.40399511
3.178;3.977;4.18;4.405;10330000;1227.92;1716400000;26.5098052
3.18;4.018;4.22;4.467;10770000;1221.13;1582100000;27.16449518
3.222;3.989;4.19;4.433;10450000;1229.35;2041280000;27.20144792
3.228;3.984;4.18;4.392;10230000;1235.2;2063340000;26.79663212
3.268;4.082;4.28;4.498;10970000;1227.04;2129840000;26.71880297
3.293;4.038;4.22;4.442;10520000;1233.68;1766990000;25.41151676
3.315;4.066;4.25;4.465;11100000;1229.03;1717580000;25.51994662
3.359;4.065;4.24;4.459;10990000;1231.16;1934180000;26.01786933
3.325;4.097;4.26;4.474;10360000;1236.79;1945800000;25.38065476
3.315;4.044;4.2;4.401;10520000;1243.72;2001680000;25.52481266
3.332;4.125;4.29;4.474;11570000;1234.18;1789600000;25.69291351
3.355;4.157;4.32;4.51;12080000;1235.35;1716870000;25.8801959
3.402;4.163;4.34;4.54;11750000;1244.12;2043120000;24.00823072
3.385;4.127;4.3;4.505;11830000;1245.04;1999980000;24.00809613
3.38;4.149;4.32;4.522;12520000;1235.86;1981220000;24.63738611
3.437;4.235;4.39;4.582;12480000;1226.42;1930280000;25.45287911
3.428;4.269;4.42;4.596;13210000;1223.13;1804140000;25.88553956
3.435;4.244;4.39;4.574;12400000;1231.38;1897520000;24.88011824
3.434;4.237;4.4;4.58;12380000;1229.13;2172320000;24.41025766
3.422;4.204;4.33;4.527;12420000;1237.81;1941560000;23.94475727
3.433;4.109;4.24;4.441;12740000;1230.39;1709300000;23.94455417
3.427;4.145;4.27;4.473;12260000;1233.87;1562880000;24.25022085
3.452;4.096;4.23;4.433;13520000;1219.34;1820410000;25.10361343
3.435;4.142;4.27;4.475;13300000;1220.24;1859150000;26.0073756
3.41;4.077;4.22;4.427;13420000;1219.02;1808170000;26.21082509
3.428;4.079;4.21;4.421;13420000;1219.71;1558790000;25.86144247
3.422;4.075;4.22;4.426;13420000;1221.73;1621330000;26.95438436
3.44;4.049;4.19;4.405;13340000;1217.59;1678620000;27.54156982
3.43;4.045;4.18;4.398;14170000;1209.59;1930800000;27.82541192
3.435;4.038;4.16;4.365;13730000;1212.37;1571110000;28.40108218
3.467;4.084;4.19;4.381;13720000;1205.1;1541090000;28.9424944
3.485;4.078;4.17;4.364;13520000;1212.28;1599450000;27.56069555
3.477;3.963;4.09;4.307;13650000;1208.41;1916470000;27.55162569
3.43;3.869;4.02;4.261;12600000;1220.33;2365510000;26.60639335
3.365;3.822;4.02;4.289;13150000;1221.59;2229860000;27.33596378
3.377;3.839;4.03;4.292;13570000;1218.02;1640160000;27.06730596
3.41;3.889;4.09;4.354;12930000;1233.39;1932090000;25.02301786
3.405;3.936;4.14;4.419;12520000;1236.36;2067700000;23.88411142
3.398;3.943;4.14;4.422;12930000;1231.67;1955380000;24.61570063
3.397;3.933;4.12;4.402;11980000;1241.48;1992560000;23.89042111
3.415;3.974;4.17;4.444;11650000;1240.56;1938050000;23.99042368
3.404;3.931;4.13;4.422;12390000;1231.2;2082360000;24.73781676
3.345;3.958;4.17;4.453;12910000;1227.16;1986750000;25.16310832
3.355;3.994;4.21;4.511;12490000;1227.73;2079340000;25.99592744
3.409;4.046;4.26;4.555;11220000;1237.91;3152470000;25.26489002
3.44;4.021;4.25;4.543;12140000;1231.02;2076540000;25.6490715
3.525;4.05;4.24;4.519;12640000;1221.34;2319250000;25.43750307
3.342;4.007;4.19;4.47;13790000;1210.2;2548150000;24.8588663
3.38;3.986;4.18;4.461;13330000;1214.62;2424720000;24.09570071
3.39;4.073;4.25;4.509;12960000;1215.29;1973020000;24.40449605
3.425;4.113;4.29;4.558;13040000;1215.63;2022220000;23.67198901
3.405;4.127;4.3;4.564;12760000;1215.66;1976270000;22.87577119
3.387;4.111;4.26;4.501;12630000;1216.89;2106980000;22.70882331
3.458;4.141;4.29;4.539;12240000;1227.68;2176120000;22.65140753
3.47;4.195;4.33;4.568;11920000;1228.81;2097520000;22.84979777
3.485;4.245;4.39;4.621;12460000;1226.7;2097490000;22.04141192
3.535;4.239;4.38;4.603;13200000;1214.47;2341420000;24.45941028
3.49;4.232;4.36;4.58;14550000;1196.39;2546780000;24.44615886
3.512;4.229;4.37;4.587;14960000;1191.49;2792030000;25.00125054
3.533;4.235;4.36;4.569;14590000;1195.9;2126080000;26.29099423
3.56;4.262;4.38;4.59;15550000;1187.33;2195990000;26.77568999
3.615;4.31;4.44;4.656;16219999;1177.68;2491280000;27.16330412
3.662;4.327;4.48;4.705;16469999;1176.84;2351150000;26.17504504
3.702;4.345;4.49;4.712;14870000;1186.57;2188940000;26.99783409
3.697;4.348;4.49;4.707;14670000;1190.1;2054570000;27.420889
3.77;4.336;4.48;4.7;15330000;1178.14;2197010000;28.08973467
3.757;4.318;4.46;4.689;13500000;1195.76;2703590000;27.58894761
3.76;4.325;4.46;4.68;16110001;1177.8;2617250000;29.57785702
3.765;4.259;4.39;4.609;16129999;1179.59;2470920000;29.43763511
3.765;4.315;4.45;4.66;14740000;1199.38;2197790000;27.95350931
3.837;4.379;4.51;4.713;14530000;1196.54;2312470000;27.84281345
3.805;4.46;4.59;4.796;14590000;1191.38;2467750000;28.45681479
3.792;4.43;4.56;4.77;16020000;1178.9;2395370000;30.415981
3.825;4.45;4.57;4.774;14250000;1198.41;2379400000;29.02984788
3.805;4.447;4.56;4.755;15320000;1207.01;2567470000;27.82268581
3.862;4.466;4.58;4.769;14850000;1202.76;2457850000;28.36539293
3.837;4.497;4.61;4.801;13480000;1214.76;2648090000;28.30827489
3.847;4.542;4.64;4.837;13000000;1219.94;2716630000;28.32224536
3.865;4.555;4.66;4.852;13170000;1220.14;2050510000;28.84475552
3.827;4.548;4.64;4.828;13100000;1222.81;1987580000;29.14194356
3.862;4.481;4.57;4.759;13080000;1218.59;1965050000;29.85855784
3.877;4.553;4.64;4.826;12800000;1220.65;2214460000;29.89956171
3.872;4.484;4.56;4.746;11900000;1230.96;2378460000;28.15279132
3.882;4.541;4.6;4.796;11630000;1234.72;1773140000;27.8433329
3.915;4.502;4.56;4.741;12230000;1229.01;2359370000;27.66556822
3.912;4.43;4.48;4.674;12260000;1231.21;2121580000;28.71765174
3.912;4.391;4.46;4.646;11250000;1242.8;2298040000;27.7927261
3.912;4.431;4.5;4.692;11120000;1248.27;2453290000;27.10713227
3.895;4.389;4.46;4.658;10820000;1254.85;2117350000;26.70526358
3.832;4.334;4.43;4.655;10600000;1261.23;2291420000;25.69394956
3.852;4.376;4.47;4.707;10960000;1265.61;1985400000;25.22804023
3.852;4.335;4.43;4.664;10880000;1268.25;724940000;25.29982259
3.83;4.321;4.41;4.627;11840000;1257.46;2016900000;26.23619042
3.887;4.402;4.48;4.69;11890000;1257.48;2268340000;26.79126507
3.857;4.425;4.5;4.703;12060000;1249.48;2374690000;27.86157441
3.877;4.45;4.52;4.726;11240000;1264.67;2614830000;26.49578151
3.892;4.446;4.52;4.717;11010000;1265.08;2125580000;26.1770639
3.91;4.492;4.57;4.763;11600000;1262.09;2325840000;25.82806297
3.932;4.421;4.49;4.694;11520000;1263.7;2110740000;25.67713856
3.93;4.444;4.52;4.719;12180000;1257.37;2093830000;26.43105848
3.845;4.364;4.46;4.672;12210000;1255.84;2178300000;26.97783157
3.842;4.44;4.54;4.736;11690000;1259.37;1896290000;26.73767042
3.825;4.456;4.55;4.74;11470000;1260.43;1876550000;25.69137517
3.827;4.437;4.54;4.737;11110000;1267.43;2390020000;25.26938766
3.802;4.363;4.45;4.657;10480000;1272.74;2145520000;24.56058582
3.84;4.377;4.47;4.675;10730000;1270.94;2180590000;24.2178545
3.832;4.359;4.45;4.65;10680000;1267.32;2584190000;26.11678187
3.86;4.364;4.44;4.641;11380000;1259.92;2208810000;27.07467141
3.887;4.398;4.47;4.658;11190000;1259.62;1996690000;27.10033185
3.892;4.421;4.49;4.67;10810000;1262.79;2065170000;27.7944393
3.902;4.371;4.43;4.612;10290000;1268.12;1888500000;27.7372173
3.895;4.322;4.38;4.551;10270000;1268.66;1285810000;27.65765453
3.877;4.288;4.34;4.505;11570000;1256.54;1540470000;28.9955274
3.862;4.323;4.38;4.539;11350000;1258.17;1422360000;28.21671157
3.912;4.332;4.38;4.53;11610000;1254.42;1382540000;28.64584429
3.985;4.355;4.4;4.547;12070000;1248.29;1443500000;28.77499619
4.02;4.307;4.37;4.555;11140000;1268.8;2554570000;26.71957755
4.082;4.286;4.36;4.544;11370000;1273.46;2515330000;26.90933363
4.09;4.286;4.36;4.547;11310000;1273.48;2433340000;25.05848541
4.107;4.319;4.38;4.565;11000000;1285.45;2446560000;24.31732078
4.117;4.312;4.38;4.565;11130000;1290.15;2301490000;24.19478355
4.177;4.36;4.43;4.607;10860000;1289.69;2373080000;24.06077429
4.192;4.396;4.46;4.639;10940000;1294.18;2406130000;24.42757576
4.205;4.341;4.41;4.591;11200000;1286.06;2318350000;25.81804892
4.22;4.282;4.35;4.525;11230000;1287.61;2206510000;25.81205489
4.232;4.269;4.33;4.511;11910000;1282.93;2179970000;25.77785226
4.247;4.274;4.34;4.519;12250000;1277.93;2233200000;26.35447951
4.242;4.315;4.38;4.549;11980000;1285.04;2444020000;24.89497603
4.252;4.299;4.36;4.531;14560000;1261.49;2845810000;26.2013492
4.247;4.29;4.36;4.532;13930000;1263.82;2256070000;26.09495023
4.295;4.315;4.39;4.57;13310000;1266.86;2608720000;25.04646133
4.307;4.405;4.48;4.655;12870000;1264.68;2617060000;26.07669924
4.332;4.443;4.52;4.703;12420000;1273.83;2856780000;25.21104072
4.337;4.434;4.5;4.68;11970000;1283.72;2623620000;24.6967563
4.342;4.461;4.54;4.708;12390000;1285.19;2282730000;24.26251371
4.37;4.463;4.53;4.685;12950000;1280.08;2708310000;25.64455347
4.362;4.506;4.56;4.71;12360000;1282.46;2589410000;25.80818115
4.362;4.502;4.56;4.695;13230000;1270.84;2565300000;27.45887759
4.362;4.495;4.53;4.638;12960000;1264.03;2282210000;27.8361906
4.347;4.51;4.55;4.622;13040000;1265.02;2132360000;27.42369291
4.382;4.517;4.57;4.656;13590000;1254.78;2366370000;29.01965285
4.392;4.551;4.6;4.681;12830000;1265.65;2456860000;27.74929878
4.397;4.541;4.54;4.643;13120000;1263.78;2441920000;28.02962541
4.425;4.581;4.58;4.547;12870000;1266.99;2290050000;28.14129551
4.422;4.574;4.58;4.559;13350000;1262.86;1850080000;27.40949907
4.447;4.601;4.61;4.595;12250000;1275.53;2437940000;27.23164488
4.432;4.605;4.61;4.575;12310000;1280;2317590000;26.7140625
4.43;4.594;4.6;4.577;11480000;1289.38;2251490000;25.83325319
4.427;4.549;4.54;4.509;12010000;1287.24;2128260000;25.30238339
4.445;4.584;4.56;4.527;12410000;1283.03;2104320000;25.44272542
4.452;4.568;4.53;4.484;11880000;1292.67;2222380000;24.90149845
4.477;4.624;4.57;4.512;11870000;1287.79;2144210000;24.79172847
4.482;4.629;4.57;4.515;11460000;1289.43;1933010000;25.37879528
4.49;4.652;4.59;4.545;11590000;1294.12;1975320000;25.22804686
4.507;4.601;4.55;4.503;12340000;1280.66;2370860000;27.31338529
4.487;4.631;4.59;4.561;11540000;1291.24;2308320000;26.91230135
4.487;4.67;4.64;4.616;11720000;1289.14;2494590000;27.25587601
4.492;4.71;4.68;4.66;11960000;1287.23;2152950000;27.55527761
4.465;4.754;4.74;4.723;12740000;1278.26;2280190000;28.09816469
4.482;4.754;4.74;4.722;12660000;1275.88;2268050000;27.67335486
4.485;4.746;4.73;4.723;12320000;1278.47;2442870000;28.07826543
4.475;4.746;4.73;4.717;12680000;1272.23;2140110000;28.31404699
4.49;4.766;4.76;4.742;11850000;1281.42;2123450000;27.68016731
4.492;4.775;4.78;4.768;11370000;1284.13;2070330000;27.3612329
4.477;4.68;4.7;4.703;10740000;1297.48;2165270000;25.67244196
0.45;4.691;4.73;4.752;11350000;1303.02;2293000000;25.99002318
4.492;4.594;4.65;4.693;11980000;1305.33;2292180000;25.61082638
4.517;4.621;4.67;4.717;12120000;1307.25;2549620000;25.0529738
4.53;4.607;4.66;4.7;11790000;1305.08;1976830000;25.44294603
4.567;4.687;4.72;4.741;11620000;1297.23;2147370000;26.67065979
4.567;4.691;4.7;4.726;11210000;1305.04;2039810000;26.49960154
4.547;4.729;4.74;4.755;11170000;1301.67;1980940000;26.56619573
4.535;4.662;4.68;4.695;11190000;1302.95;2326070000;25.42822058
4.517;4.688;4.7;4.727;11460000;1301.61;2029700000;25.61662864
4.527;4.773;4.78;4.793;11580000;1293.23;2148580000;25.4850104
4.502;4.8;4.81;4.842;10950000;1302.89;2143540000;24.86636631
4.485;4.826;4.86;4.892;11570000;1300.25;2294560000;25.14401077
4.515;4.814;4.85;4.893;11390000;1294.87;2236710000;25.2632465
4.527;4.842;4.87;4.903;11570000;1297.81;2494080000;26.72969079
4.552;4.825;4.87;4.913;11140000;1305.93;2147660000;26.30629513
4.547;4.789;4.84;4.893;11130000;1311.56;2420020000;25.99237549
4.552;4.83;4.89;4.96;11450000;1309.04;2281680000;26.17111777
4.562;4.893;4.96;5.038;12260000;1295.5;2082470000;26.97336936
4.567;4.889;4.96;5.036;12190000;1296.62;1898320000;26.39487282
4.572;4.862;4.93;5.003;13000000;1286.57;2232880000;27.46435872
4.582;4.905;4.98;5.051;12760000;1288.12;1938100000;27.6768624
4.577;4.956;5.04;5.107;12380000;1289.12;1891940000;27.66702867
4.577;4.918;5.01;5.078;12580000;1285.33;1794650000;27.54512849
4.597;4.866;4.97;5.064;11400000;1307.28;2595440000;26.45361361
4.602;4.9;5.03;5.129;11320000;1309.93;2447310000;25.86182468
4.602;4.919;5.04;5.137;11640000;1311.46;2512920000;26.06023821
4.625;4.919;5.01;5.099;11590000;1311.28;2392630000;27.10426454
4.622;4.895;4.99;5.064;11750000;1308.11;2117330000;27.26518412
4.655;4.971;5.07;5.154;11750000;1301.74;2366380000;27.79759399
4.657;5.015;5.11;5.178;11760000;1305.41;2502690000;27.33597873
4.657;4.961;5.08;5.182;11840000;1309.72;2772010000;25.70986165
4.65;4.92;5.07;5.169;11590000;1310.61;2419920000;24.52206225
4.647;4.989;5.13;5.227;12540000;1305.19;2437040000;25.18096216
4.682;4.977;5.11;5.2;11990000;1313.21;2403470000;24.39096565
4.697;5.005;5.14;5.236;11990000;1308.12;2395230000;23.11035685
4.672;5.027;5.15;5.235;11860000;1312.25;2431450000;22.15622023
4.695;4.986;5.11;5.195;11620000;1325.76;2294760000;21.5700881
0.47;5.006;5.12;5.186;12000000;1324.66;2151300000;21.27501397
4.755;5.009;5.13;5.198;11990000;1325.14;2157290000;20.82620704
4.752;5.024;5.13;5.188;11780000;1322.85;2268550000;21.1407945
4.695;5.035;5.16;5.227;12490000;1305.92;2531520000;23.46998285
4.707;5.073;5.19;5.298;14190000;1291.24;2567970000;25.1419101
4.697;5.035;5.15;5.265;13570000;1294.5;2505660000;23.32483584
4.707;4.988;5.11;5.218;13350000;1292.08;2386210000;24.298093
4.707;5.026;5.15;5.274;16260000;1270.32;2830200000;27.21150576
4.707;4.955;5.07;5.18;16990000;1261.81;2537490000;28.0930251
4.697;4.959;5.05;5.137;17180000;1267.03;2982300000;25.86267097
4.682;4.934;5.04;5.131;17719999;1262.07;2773010000;26.14103814
4.712;4.968;5.07;5.154;18260000;1256.58;2605250000;25.96578013
4.702;4.934;5.03;5.13;17360001;1258.57;2999030000;25.94914864
4.697;4.974;5.07;5.172;15500000;1272.88;2372730000;24.38319402
4.712;4.941;5.05;5.157;14260000;1280.16;1814020000;22.66291714
4.697;4.98;5.09;5.189;18660000;1259.87;2176190000;23.12827514
4.715;5.03;5.11;5.207;16440001;1270.09;2692160000;22.84668016
4.707;5.025;5.11;5.201;14520000;1285.71;2360160000;23.70165901
4.682;4.898;4.99;5.094;14320000;1288.22;2295540000;23.15266026
4.702;4.945;5.03;5.117;16650000;1265.29;2313470000;24.01152305
4.737;4.943;5.01;5.08;17340000;1263.85;2697650000;24.12240377
4.732;4.97;5.03;5.096;17799999;1256.15;2644170000;25.68554711
4.735;4.941;4.99;5.058;18350000;1257.93;3543790000;25.01981827
4.747;4.943;4.98;5.033;18120001;1252.3;2214000000;25.37714605
4.782;4.954;4.99;5.032;20959999;1237.44;2247010000;27.06025343
4.772;4.925;4.96;5.01;23809999;1223.69;3215770000;27.26747787
4.76;5.026;5.05;5.085;21459999;1230.04;2667990000;27.29751878
4.72;5.071;5.1;5.135;15900000;1256.16;2775480000;27.33024455
4.745;5.098;5.13;5.172;17250000;1251.54;2783390000;27.49096313
4.755;5.118;5.15;5.183;17830000;1240.13;2517200000;29.2303065
0.48;5.133;5.16;5.196;16690001;1240.12;2232950000;28.48282424
4.785;5.135;5.16;5.194;15520000;1252.2;2361230000;27.74732471
4.775;5.181;5.2;5.232;15880000;1245.6;2148180000;27.59601798
4.835;5.207;5.23;5.257;15890000;1244.5;2017270000;27.83527521
4.85;5.216;5.24;5.272;15620000;1250.56;1878580000;27.74881653
4.91;5.192;5.21;5.239;16400000;1239.2;2203130000;27.56552615
4.87;5.227;5.25;5.279;15790000;1246;2085490000;25.70144462
4.865;5.159;5.2;5.251;13030000;1272.87;2621250000;23.11910879
4.86;5.098;5.14;5.186;13080000;1270.2;3049560000;23.18863171
4.885;5.109;5.15;5.201;13050000;1280.19;1114470000;22.61534616
4.87;5.186;5.23;5.271;14150000;1270.91;2165070000;25.12661007
4.87;5.148;5.19;5.226;13650000;1274.08;2009160000;24.04172422
4.875;5.099;5.13;5.174;13970000;1265.48;1988150000;24.00945096
4.875;5.098;5.13;5.17;14020000;1267.34;1854590000;25.49263812
4.915;5.072;5.1;5.141;13140000;1272.43;2310850000;25.72100626
4.925;5.076;5.1;5.135;14490000;1258.6;2250450000;26.77864294
4.915;5.038;5.07;5.115;17790001;1242.28;2545760000;27.68400039
4.915;5.018;5.06;5.111;18049999;1236.2;2467120000;29.42582106
4.94;5.036;5.07;5.104;18639999;1234.49;2146410000;29.41598555
0.5;5.103;5.13;5.162;17740000;1236.86;2481750000;28.75374739
4.97;5.021;5.06;5.103;15550000;1259.81;2701980000;27.39703606
4.945;4.978;5.03;5.082;16209999;1249.13;2345580000;28.49293508
4.945;4.989;5.05;5.103;17400000;1240.29;2704090000;29.15006974
4.945;4.994;5.04;5.103;14980000;1260.91;2312720000;27.17851393
0.5;5.019;5.07;5.125;14850000;1268.88;2563930000;26.20490511
4.97;4.985;5.04;5.1;14620000;1268.4;2667710000;25.80684327
4.955;4.983;5.04;5.111;14940000;1263.2;2776710000;26.68160228
4.92;4.912;4.99;5.067;14330000;1278.55;2480420000;25.07629737
4.935;4.905;4.99;5.07;14950000;1276.66;2461300000;25.33811665
4.985;4.9;4.98;5.069;15050000;1270.92;2527690000;27.15349511
4.965;4.884;4.96;5.051;14340000;1277.41;2610750000;27.4106669
4.97;4.893;4.95;5.035;14460000;1280.27;2728440000;27.3442477
4.945;4.832;4.9;4.992;14340000;1279.36;2530970000;27.79308404
4.97;4.862;4.92;5.003;15230000;1275.77;2045660000;27.70485276
4.975;4.844;4.92;5.023;15230000;1271.48;2457840000;28.1502501
4.935;4.853;4.94;5.047;15200000;1265.95;2555180000;28.13594534
4.915;4.859;4.93;5.065;14460000;1271.81;2402190000;27.90673135
4.935;4.905;4.97;5.092;14300000;1266.74;2004540000;28.23802832
4.955;4.946;5;5.118;14260000;1268.21;2118020000;28.64703795
4.96;4.871;4.93;5.047;13420000;1285.58;2334100000;27.45459637
4.93;4.806;4.87;5.001;12410000;1295.43;2554570000;26.76731278
4.955;4.812;4.87;4.999;12240000;1297.48;2458340000;26.48863952
4.96;4.779;4.84;4.973;11640000;1302.3;2033910000;26.66881671
4.955;4.767;4.82;4.964;12220000;1297.52;1759240000;27.21231272
4.965;4.763;4.81;4.95;12190000;1298.82;1908740000;26.11086987
4.96;4.777;4.82;4.953;12400000;1292.99;1893670000;26.07966032
4.955;4.77;4.8;4.939;12400000;1296.06;1930320000;26.2206688
4.965;4.754;4.79;4.932;12310000;1295.09;1667580000;26.34360546
4.96;4.77;4.8;4.934;12180000;1301.78;1834920000;26.86189679
4.935;4.757;4.78;4.93;12280000;1304.28;2093720000;27.05728831
4.92;4.735;4.76;4.912;12220000;1305.37;2060690000;26.83577836
4.905;4.692;4.73;4.878;12310000;1303.82;1974540000;27.21489163
4.885;4.68;4.73;4.873;11960000;1311.01;1800520000;26.77573779
4.85;4.726;4.78;4.932;12630000;1313.25;2114480000;26.33428517
4.83;4.746;4.8;4.952;13740000;1300.26;2329870000;27.91653977
4.83;4.735;4.8;4.939;13880000;1294.02;2325850000;27.85545818
0.48;4.703;4.77;4.916;13160000;1298.92;2132890000;27.22101438
4.81;4.733;4.8;4.94;12990000;1299.54;2506430000;28.0645767
4.78;4.708;4.77;4.905;11920000;1313;2791580000;27.77837014
4.78;4.698;4.77;4.899;11180000;1318.07;2597220000;27.40508471
4.81;4.737;4.79;4.919;11550000;1316.28;2351220000;27.71695992
4.815;4.755;4.8;4.919;11760000;1319.66;3198030000;27.22683115
4.805;4.773;4.81;4.927;11780000;1321.18;2325080000;26.76749572
4.82;4.692;4.74;4.859;11980000;1317.64;2390850000;27.24996205
4.81;4.692;4.73;4.849;11390000;1325.18;2543070000;27.8880454
4.785;4.598;4.65;4.784;12250000;1318.03;2627440000;28.6698937
4.79;4.547;4.6;4.738;12590000;1314.78;2162880000;28.64759123
4.77;4.514;4.56;4.696;12120000;1326.37;2710240000;27.83131404
4.755;4.553;4.59;4.712;11530000;1336.35;2673350000;27.01769746
4.75;4.558;4.59;4.733;11580000;1336.59;2749190000;27.96320487
4.74;4.578;4.63;4.767;11720000;1338.88;2397820000;27.99719168
4.76;4.587;4.63;4.767;11980000;1335.85;2273430000;28.48605757
4.76;4.558;4.62;4.761;12570000;1331.32;2154480000;28.45846228
4.775;4.558;4.62;4.753;12240000;1334.11;2682690000;28.37536635
4.795;4.495;4.57;4.721;11860000;1350.2;3019880000;27.24129759
0.48;4.546;4.61;4.761;11980000;1353.22;2817240000;27.13654838
4.81;4.644;4.7;4.837;11560000;1349.59;2523000000;28.03246912
4.855;4.705;4.75;4.879;11680000;1350.66;1935170000;27.97829209
4.885;4.749;4.78;4.913;11620000;1349.95;2521000000;28.39045891
4.92;4.742;4.78;4.911;11090000;1362.83;2514350000;27.92613899
4.92;4.768;4.81;4.938;10750000;1365.62;2482920000;26.85821825
4.93;4.75;4.79;4.919;11090000;1369.06;2305920000;26.64788979
4.95;4.737;4.78;4.911;11730000;1364.05;2519620000;27.01829112
4.95;4.73;4.76;4.892;11340000;1365.8;2658840000;26.1471665
4.96;4.752;4.79;4.91;10900000;1366.96;2619830000;26.02779891
4.95;4.756;4.78;4.904;10630000;1368.6;2526410000;25.68581032
4.97;4.798;4.83;4.952;11080000;1377.02;2480430000;26.20043282
4.99;4.801;4.82;4.942;10780000;1377.38;2876890000;26.39640477
4.985;4.751;4.77;4.897;10660000;1382.22;2953540000;26.25321584
4.975;4.693;4.72;4.841;10560000;1389.08;2793350000;25.22610649
4.965;4.632;4.68;4.796;10800000;1377.34;2458450000;26.25846922
4.945;4.637;4.67;4.786;11200000;1377.93;2770440000;26.47099635
4.94;4.568;4.61;4.719;11100000;1377.94;2803030000;27.10890169
4.935;4.517;4.56;4.677;11510000;1367.81;2821160000;28.10263121
4.935;4.549;4.6;4.714;11420000;1367.34;2646180000;28.37102696
4.955;4.689;4.72;4.811;11160000;1364.3;2419730000;28.70468372
4.94;4.685;4.71;4.795;11160000;1379.78;2533550000;27.50168868
4.945;4.632;4.66;4.756;11090000;1382.84;2636390000;27.44412947
4.96;4.602;4.63;4.73;10750000;1385.72;2814820000;27.46999394
4.96;4.6;4.63;4.733;11010000;1378.33;3012050000;27.64111642
4.955;4.566;4.59;4.692;10790000;1380.9;2290200000;26.07676153
4.945;4.593;4.61;4.704;10860000;1384.42;2386340000;26.16613455
4.955;4.559;4.57;4.66;10500000;1393.22;3027480000;26.44931884
4.95;4.625;4.62;4.695;10310000;1396.57;2831130000;26.29071225
4.955;4.669;4.66;4.733;10160000;1399.76;2835730000;25.7821055
4.945;4.603;4.61;4.691;10050000;1401.2;2726100000;26.5652298
4.925;4.594;4.6;4.677;9970000;1400.5;2546710000;27.01820778
4.93;4.58;4.58;4.658;9900000;1402.81;2597940000;26.71927061
4.92;4.567;4.57;4.651;10140000;1406.09;2237710000;26.08534304
4.905;4.549;4.55;4.629;10730000;1400.95;832550000;26.6345694
4.905;4.537;4.54;4.618;12300000;1381.96;2711210000;28.24897971
4.905;4.503;4.51;4.596;11620000;1386.72;2639750000;27.79127726
4.905;4.515;4.52;4.612;10830000;1399.48;2790970000;26.98107869
4.89;4.442;4.46;4.561;10910000;1400.63;4006230000;27.77491557
